Brand,Phone_Model,Name,Price,Original_Price,Discount,Rating,RAM_GB,ROM_GB,Processor,Display_Size_inch,Display_Type,Battery_mAh,Processor,Warranty_Years,Specs,Price_Tier
Poco,POCO M7 5G,"POCO M7 5G (Mint Green, 128 GB)",8499,12877.27,34,4.1,6.0,128.0,4 Gen 2 5G Processor,6.88,HD+,5160.0,4 Gen 2 5G Processor,1.0,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.48 cm (6.88 inch) HD+ Display; 50MP Rear Camera | 8MP Front Camera; 5160 mAh Battery; 4 Gen 2 5G Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Motorola,MOTOROLA G96 5G,"MOTOROLA G96 5G (Pantone Ashleigh Blue, 256 GB)",17999,22783.54,21,4.4,8.0,256.0,7s Gen 2 Processor,6.67,Full HD+,5500.0,7s Gen 2 Processor,1.0,8 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Full HD+ Display; 50MP + 8MP | 32MP Front Camera; 5500 mAh Battery; 7s Gen 2 Processor; 1 Year Warranty on Handset and 6 Months Warranty on Accessories,Mid Range
Nothing,Nothing Phone,"Nothing Phone (3) (Black, 256 GB)",79999,84209.47,5,4.4,12.0,256.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3) (White, 256 GB)",79999,84209.47,5,4.4,12.0,256.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Vivo,vivo T4 Lite 5G Charger in the Box,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 256 GB)",12999,16881.82,23,4.3,8.0,256.0,Dimensity 6300 5G Processor,6.74,HD+,6000.0,Dimensity 6300 5G Processor,1.0,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB; 17.12 cm (6.74 inch) HD+ Display; 50MP + 2MP | 5MP Front Camera; 6000 mAh Battery; Dimensity 6300 5G Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Budget
Vivo,vivo T4 Lite 5G Charger in the Box,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 128 GB)",9999,13887.5,28,4.4,4.0,128.0,Dimensity 6300 5G Processor,6.74,HD+,6000.0,Dimensity 6300 5G Processor,1.0,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 17.12 cm (6.74 inch) HD+ Display; 50MP + 2MP | 5MP Front Camera; 6000 mAh Battery; Dimensity 6300 5G Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Budget
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Grey, 128 GB)",27999,32940.0,15,4.5,8.0,128.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Black, 128 GB)",27999,32940.0,15,4.5,8.0,128.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Poco,POCO M6 Plus 5G,"POCO M6 Plus 5G (Misty Lavender, 128 GB)",10599,17964.41,41,4.2,8.0,128.0,Snapdragon 4 Gen2 AE Processor,6.79,Full HD+,5030.0,Snapdragon 4 Gen2 AE Processor,1.0,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 17.25 cm (6.79 inch) Full HD+ Display; 108MP + 2MP | 13MP Front Camera; 5030 mAh Battery; Snapdragon 4 Gen2 AE Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Poco,POCO M7 Plus 5G,"POCO M7 Plus 5G (Carbon Black, 128 GB)",11999,16900.0,29,4.3,6.0,128.0,Snapdragon 6s Gen 3 5G Processor,6.9,HD+,7000.0,Snapdragon 6s Gen 3 5G Processor,1.0,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 17.53 cm (6.9 inch) Display; 50MP AI Dual Camera; 7000 mAh Battery; Snapdragon 6s Gen 3 5G Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Realme,realme 15x 5G,"realme 15x 5G (Aqua Blue, 128 GB)",16999,18887.78,10,4.3,6.0,128.0,Dimensity 6300 6nm Octa-core chipset Processor,6.8,Full HD+,7000.0,Dimensity 6300 6nm Octa-core chipset Processor,1.0,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 17.27 cm (6.8 inch) Display; 50MP Rear Camera | 50MP Front Camera; 7000 mAh Battery; Dimensity 6300 6nm Octa-core chipset Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Vivo,vivo T4R 5G,"vivo T4R 5G (Twilight Blue, 128 GB)",19499,23492.77,17,4.5,8.0,128.0,Dimensity 7400 5G Processor,6.77,Full HD+,5700.0,Dimensity 7400 5G Processor,1.0,8 GB RAM | 128 GB ROM; 17.2 cm (6.77 inch) Display; 50MP (OIS) + 2MP | 32MP Front Camera; 5700 mAh Battery; Dimensity 7400 5G Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Samsung,Samsung Galaxy S24 5G Snapdragon,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)",39999,74072.22,46,4.6,8.0,128.0,8 Gen 3 Processor,6.2,Full HD+,4000.0,8 Gen 3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Samsung,Samsung Galaxy S24 5G Snapdragon,"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 128 GB)",39999,74072.22,46,4.6,8.0,128.0,8 Gen 3 Processor,6.2,Full HD+,4000.0,8 Gen 3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Motorola,MOTOROLA G96 5G,"MOTOROLA G96 5G (Pantone Cattleya Orchid, 256 GB)",17999,22783.54,21,4.4,8.0,256.0,7s Gen 2 Processor,6.67,Full HD+,5500.0,7s Gen 2 Processor,1.0,8 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Full HD+ Display; 50MP + 8MP | 32MP Front Camera; 5500 mAh Battery; 7s Gen 2 Processor; 1 Year Warranty on Handset and 6 Months Warranty on Accessories,Mid Range
Samsung,Samsung Galaxy F36 5G,"Samsung Galaxy F36 5G (Black, 128 GB)",13999,22949.18,39,4.3,6.0,128.0,Samsung Exynos 1380 Processor,6.7,Full HD+,5000.0,Samsung Exynos 1380 Processor,1.0,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 17.02 cm (6.7 inch) Full HD+ Display; 50MP + 8MP + 2MP | 13MP Front Camera; 5000 mAh Battery; Samsung Exynos 1380 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Budget
Realme,realme P3 Lite 5G Charger in the Box,"realme P3 Lite 5G Charger in the Box (Midnight Lily, 128 GB)",10499,12961.73,19,4.5,4.0,128.0,Dimensity 6300 Processor,6.67,Full HD+,6000.0,Dimensity 6300 Processor,1.0,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 16.94 cm (6.67 inch) Display; 32MP Rear Camera | 8MP Front Camera; 6000 mAh Battery; Dimensity 6300 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Budget
Poco,POCO M7 Plus 5G,"POCO M7 Plus 5G (Carbon Black, 128 GB)",12999,17806.85,27,4.2,8.0,128.0,Snapdragon 6s Gen 3 5G Processor,6.9,HD+,7000.0,Snapdragon 6s Gen 3 5G Processor,1.0,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 17.53 cm (6.9 inch) Display; 50MP AI Dual Camera; 7000 mAh Battery; Snapdragon 6s Gen 3 5G Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Vivo,vivo T4R 5G,"vivo T4R 5G (Arctic White, 256 GB)",21499,24998.84,14,4.5,8.0,256.0,Dimensity 7400 5G Processor,6.77,Full HD+,5700.0,Dimensity 7400 5G Processor,1.0,8 GB RAM | 256 GB ROM; 17.2 cm (6.77 inch) Display; 50MP (OIS) + 2MP | 32MP Front Camera; 5700 mAh Battery; Dimensity 7400 5G Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Motorola,Motorola g45 5G,"Motorola g45 5G (Pantone Dahlia Purple, 128 GB)",11999,14998.75,20,4.3,8.0,128.0,Snapdragon 6s Gen 3 Processor,6.5,HD+,5000.0,Snapdragon 6s Gen 3 Processor,1.0,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB; 16.51 cm (6.5 inch) HD+ Display; 50MP + 2MP | 16MP Front Camera; 5000 mAh Battery; Snapdragon 6s Gen 3 Processor; 1 Year Warranty on Handset and 6 Months Warranty on Accessories,Budget
Samsung,Samsung Galaxy S24 5G Snapdragon,"Samsung Galaxy S24 5G Snapdragon (Cobalt Violet, 128 GB)",39999,74072.22,46,4.6,8.0,128.0,8 Gen 3 Processor,6.2,Full HD+,4000.0,8 Gen 3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Realme,realme C71,"realme C71 (Obsidian Black, 128 GB)",7699,10998.57,30,4.2,6.0,128.0,T7250 Processor,6.75,HD+,6300.0,T7250 Processor,1.0,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 17.14 cm (6.75 inch) HD+ Display; 13MP Rear Camera | 5MP Front Camera; 6300 mAh Battery; T7250 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Budget
Nothing,Nothing Phone,"Nothing Phone (3) (White, 512 GB)",89999,94735.79,5,4.4,16.0,512.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,16 GB RAM | 512 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Grey, 256 GB)",29999,34882.56,14,4.5,8.0,256.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 256 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Nothing,CMF by Nothing Phone 2 Pro,"CMF by Nothing Phone 2 Pro (Orange, 256 GB)",18999,24998.68,24,4.4,8.0,256.0,Dimensity 7300 Pro 5G Processor,6.77,Full HD+,5000.0,Dimensity 7300 Pro 5G Processor,1.0,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB; 17.2 cm (6.77 inch) Display; 50MP + 50MP + 8MP | 16MP Front Camera; 5000 mAh Battery; Dimensity 7300 Pro 5G Processor; 1 Year Manufacturing Warranty,Mid Range
Nothing,CMF by Nothing Phone 2 Pro,"CMF by Nothing Phone 2 Pro (Black, 128 GB)",16999,22971.62,26,4.4,8.0,128.0,Dimensity 7300 Pro 5G Processor,6.77,Full HD+,5000.0,Dimensity 7300 Pro 5G Processor,1.0,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 17.2 cm (6.77 inch) Display; 50MP + 50MP + 8MP | 16MP Front Camera; 5000 mAh Battery; Dimensity 7300 Pro 5G Processor; 1 Year Manufacturing Warranty,Mid Range
Nothing,Nothing Phone,"Nothing Phone (3) (Black, 256 GB)",79999,84209.47,5,4.4,12.0,256.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Grey, 128 GB)",27999,32940.0,15,4.5,8.0,128.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Vivo,vivo T4 Lite 5G Charger in the Box,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 128 GB)",9999,13887.5,28,4.4,4.0,128.0,Dimensity 6300 5G Processor,6.74,HD+,6000.0,Dimensity 6300 5G Processor,1.0,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 17.12 cm (6.74 inch) HD+ Display; 50MP + 2MP | 5MP Front Camera; 6000 mAh Battery; Dimensity 6300 5G Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Budget
Samsung,Samsung M06 5G,"Samsung M06 5G (Sage Green, 128 GB)",10389,15277.94,32,3.9,6.0,128.0,Not Specified,6.7,Full HD+,5000.0,Not Specified,1.0,6 GB RAM | 128 GB ROM; 17.02 cm (6.7 inch) Display; 50MP Rear Camera; 5000 mAh Battery; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Budget
Nothing,CMF by Nothing Phone 2 Pro,"CMF by Nothing Phone 2 Pro (Orange, 128 GB)",16999,22971.62,26,4.4,8.0,128.0,Dimensity 7300 Pro 5G Processor,6.77,Full HD+,5000.0,Dimensity 7300 Pro 5G Processor,1.0,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 17.2 cm (6.77 inch) Display; 50MP + 50MP + 8MP | 16MP Front Camera; 5000 mAh Battery; Dimensity 7300 Pro 5G Processor; 1 Year Manufacturing Warranty,Mid Range
Iqoo,IQOO Neo 10R 5G,"IQOO Neo 10R 5G (MoonKnight Titanium, 256 GB)",26282,33694.87,22,4.5,8.0,256.0,Not Specified,6.78,Full HD+,6400.0,Not Specified,1.0,8 GB RAM | 256 GB ROM; 17.22 cm (6.78 inch) Display; 50MP Rear Camera; 6400 mAh Battery; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Mid Range
Nothing,Nothing Phone,"Nothing Phone (3) (White, 256 GB)",79999,84209.47,5,4.4,12.0,256.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Black, 128 GB)",27999,32940.0,15,4.5,8.0,128.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Motorola,MOTOROLA G96 5G,"MOTOROLA G96 5G (Pantone Cattleya Orchid, 128 GB)",15999,20777.92,23,4.4,8.0,128.0,7s Gen 2 Processor,6.67,Full HD+,5500.0,7s Gen 2 Processor,1.0,8 GB RAM | 128 GB ROM; 16.94 cm (6.67 inch) Full HD+ Display; 50MP + 8MP | 32MP Front Camera; 5500 mAh Battery; 7s Gen 2 Processor; 1 Year Warranty on Handset and 6 Months Warranty on Accessories,Mid Range
Oppo,OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Sunset Peach, 128 GB)",11999,15998.67,25,4.5,4.0,128.0,Dimensity 6300 Processor,6.67,HD+,6000.0,Dimensity 6300 Processor,1.0,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 16.94 cm (6.67 inch) HD+ Display; 50MP + 2MP | 8MP Front Camera; 6000 mAh Battery; Dimensity 6300 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Budget
Samsung,Samsung Galaxy S24 5G Snapdragon,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)",39999,74072.22,46,4.6,8.0,128.0,8 Gen 3 Processor,6.2,Full HD+,4000.0,8 Gen 3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Samsung,Samsung Galaxy S24 5G Snapdragon,"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 128 GB)",39999,74072.22,46,4.6,8.0,128.0,8 Gen 3 Processor,6.2,Full HD+,4000.0,8 Gen 3 Processor,1.0,8 GB RAM | 128 GB ROM; 15.75 cm (6.2 inch) Full HD+ Display; 50MP + 12MP | 12MP Front Camera; 4000 mAh Battery; 8 Gen 3 Processor; 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,Mid Range
Apple,Apple iPhone 16,"Apple iPhone 16 (Black, 128 GB)",69900,69900.0,0,4.6,8.0,128.0,"A18 Chip, 6 Core Processor",6.1,Super Retina,5000.0,"A18 Chip, 6 Core Processor",0.0,"128 GB ROM; 15.49 cm (6.1 inch) Super Retina XDR Display; 48MP + 12MP | 12MP Front Camera; A18 Chip, 6 Core Processor Processor; 1 year warranty for phone and 1 year warranty for in Box Accessories.",High Range
Vivo,vivo T4 5G,"vivo T4 5G (Phantom Grey, 256 GB)",22999,27709.64,17,4.5,8.0,256.0,Snapdragon 7s Gen 3 5G Processor,6.77,Full HD+,7300.0,Snapdragon 7s Gen 3 5G Processor,1.0,8 GB RAM | 256 GB ROM; 17.2 cm (6.77 inch) Display; 50MP (OIS) + 2MP | 32MP Front Camera; 7300 mAh Battery; Snapdragon 7s Gen 3 5G Processor; 1 Year Warranty on the Handset and 6 Months Warranty on Inbox Accessories,Mid Range
Poco,POCO X7 5G,"POCO X7 5G (Yellow, 128 GB)",15999,24998.44,36,4.3,8.0,128.0,Dimensity 7300 Ultra Processor,6.67,HD+,5500.0,Dimensity 7300 Ultra Processor,1.0,8 GB RAM | 128 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 8MP + 2MP | 20MP Front Camera; 5500 mAh Battery; Dimensity 7300 Ultra Processor; 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,Mid Range
Realme,realme P4 5G,"realme P4 5G (Forge Red, 128 GB)",16999,20986.42,19,4.4,6.0,128.0,Mediatek Dimensity 7400 Processor,6.77,Full HD+,7000.0,Mediatek Dimensity 7400 Processor,1.0,6 GB RAM | 128 GB ROM; 17.2 cm (6.77 inch) Display; 50MP + 8MP | 16MP Front Camera; 7000 mAh Battery; Mediatek Dimensity 7400 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Nothing,Nothing Phone,"Nothing Phone (3) (White, 512 GB)",89999,94735.79,5,4.4,16.0,512.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,16 GB RAM | 512 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Grey, 256 GB)",29999,34882.56,14,4.5,8.0,256.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 256 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Motorola,MOTOROLA Edge 60 Pro,"MOTOROLA Edge 60 Pro (Pantone Sparkling Grape, 256 GB)",26999,36984.93,27,4.3,8.0,256.0,Dimensity 8350 Processor,6.7,Full HD+,6000.0,Dimensity 8350 Processor,1.0,8 GB RAM | 256 GB ROM; 17.02 cm (6.7 inch) Display; 50MP + 50MP + 10MP | 50MP Front Camera; 6000 mAh Battery; Dimensity 8350 Processor; 1 Year Warranty on Handset and 6 Months Warranty on Accessories,Mid Range
Oppo,OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",14999,18986.08,21,4.5,8.0,128.0,Dimensity 6300 Processor,6.67,HD+,6000.0,Dimensity 6300 Processor,1.0,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB; 16.94 cm (6.67 inch) HD+ Display; 50MP + 2MP | 8MP Front Camera; 6000 mAh Battery; Dimensity 6300 Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Budget
Nothing,Nothing Phone,"Nothing Phone (3) (Black, 256 GB)",79999,84209.47,5,4.4,12.0,256.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Grey, 128 GB)",27999,32940.0,15,4.5,8.0,128.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Nothing,CMF by Nothing Phone 2 Pro,"CMF by Nothing Phone 2 Pro (Light Green, 256 GB)",18999,24998.68,24,4.4,8.0,256.0,Dimensity 7300 Pro 5G Processor,6.77,Full HD+,5000.0,Dimensity 7300 Pro 5G Processor,1.0,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB; 17.2 cm (6.77 inch) Display; 50MP + 50MP + 8MP | 16MP Front Camera; 5000 mAh Battery; Dimensity 7300 Pro 5G Processor; 1 Year Manufacturing Warranty,Mid Range
Vivo,vivo T4x 5G,"vivo T4x 5G (Marine Blue, 128 GB)",14499,19332.0,25,4.4,8.0,128.0,Dimensity 7300 5G Processor,6.72,Full HD+,6500.0,Dimensity 7300 5G Processor,1.0,8 GB RAM | 128 GB ROM; 17.07 cm (6.72 inch) Display; 50MP + 2MP | 8MP Front Camera; 6500 mAh Battery; Dimensity 7300 5G Processor; 1 Year Warranty for Device and 6 Months Warranty for Accessories,Budget
Vivo,vivo T4 Lite 5G Charger in the Box,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 256 GB)",12999,16881.82,23,4.3,8.0,256.0,Dimensity 6300 5G Processor,6.74,HD+,6000.0,Dimensity 6300 5G Processor,1.0,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB; 17.12 cm (6.74 inch) HD+ Display; 50MP + 2MP | 5MP Front Camera; 6000 mAh Battery; Dimensity 6300 5G Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Budget
Vivo,vivo T4R 5G,"vivo T4R 5G (Arctic White, 128 GB)",19499,23492.77,17,4.5,8.0,128.0,Dimensity 7400 5G Processor,6.77,Full HD+,5700.0,Dimensity 7400 5G Processor,1.0,8 GB RAM | 128 GB ROM; 17.2 cm (6.77 inch) Display; 50MP (OIS) + 2MP | 32MP Front Camera; 5700 mAh Battery; Dimensity 7400 5G Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
Nothing,Nothing Phone,"Nothing Phone (3) (White, 256 GB)",79999,84209.47,5,4.4,12.0,256.0,8s Gen 4 Mobile Platform Processor,6.67,Full HD+,5500.0,8s Gen 4 Mobile Platform Processor,1.0,12 GB RAM | 256 GB ROM; 16.94 cm (6.67 inch) Display; 50MP + 50MP + 50MP | 50MP Front Camera; 5500 mAh Battery; 8s Gen 4 Mobile Platform Processor; 1 Year Manufacturing Warranty,High Range
Nothing,Nothing Phone,"Nothing Phone (3a) Pro (Black, 128 GB)",27999,32940.0,15,4.5,8.0,128.0,7s Gen3 Processor,6.676000000000001,Full HD+,5000.0,7s Gen3 Processor,1.0,8 GB RAM | 128 GB ROM; 43.66 cm (17.19 cm) Full HD+ Display; 50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera; 5000 mAh Battery; 7s Gen3 Processor; 1 Year Manufacturing Warranty,Mid Range
Realme,realme P4 Pro 5G,"realme P4 Pro 5G (Birch Wood, 256 GB)",26999,32925.61,18,4.4,12.0,256.0,Snapdragon 7 Gen 4 Mobile Processor,6.8,Full HD+,7000.0,Snapdragon 7 Gen 4 Mobile Processor,1.0,12 GB RAM | 256 GB ROM; 17.27 cm (6.8 inch) Display; 50MP + 8MP | 50MP Front Camera; 7000 mAh Battery; Snapdragon 7 Gen 4 Mobile Processor; 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Mid Range
